locus_tag,substrate,genome
ASS_PB08_03252,iron,Pseudomonas1
ASS_PB08_03256,cytosine,Pseudomonas1
ASS_PB08_03313,zinc|chloride|deoxycholate|sulfate|cupper|sodium,Pseudomonas1
ASS_PB08_03326,sodium,Pseudomonas1
ASS_PB08_03363,molybdate|sodium,Pseudomonas1
ASS_PB08_03364,molybdate,Pseudomonas1
ASS_PB08_03382,nickel,Pseudomonas1
ASS_PB08_03409,allantoin,Pseudomonas1
ASS_PB08_03412,iron,Pseudomonas1
ASS_PB08_03413,cyanocob(iii)alamin,Pseudomonas1
ASS_PB08_03435,iron,Pseudomonas1
ASS_PB08_03440,sodium,Pseudomonas1
ASS_PB08_03455,calcium,Pseudomonas1
ASS_PB08_03537,asparagine|glutamate|glutamine,Pseudomonas1
ASS_PB08_03537,asparagine|glutamate|glutamine,Pseudomonas1
ASS_PB08_03537,asparagine|glutamate|glutamine,Pseudomonas1
ASS_PB08_03537,asparagine|glutamate|glutamine,Pseudomonas1
ASS_PB08_03701,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Pseudomonas1
ASS_PB08_03701,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Pseudomonas1
ASS_PB08_03720,spermidine,Pseudomonas1
ASS_PB08_03720,spermidine,Pseudomonas1
ASS_PB08_03771,lactose|fucose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Pseudomonas1
ASS_PB08_03774,maltotetraose|maltose|maltoheptaose|trehalose,Pseudomonas1
ASS_PB08_03774,maltotetraose|maltose|maltoheptaose|trehalose,Pseudomonas1
ASS_PB08_03792,nitrate,Pseudomonas1
ASS_PB08_03792,nitrate,Pseudomonas1
ASS_PB08_03794,nitrate|nitrite,Pseudomonas1
ASS_PB08_03875,xanthine,Pseudomonas1
ASS_PB08_03981,xanthine,Pseudomonas1
ASS_PB08_03981,xanthine,Pseudomonas1
ASS_PB08_03981,xanthine,Pseudomonas1
ASS_PB08_04000,arabinose|glucose|xylose|ribose,Pseudomonas1
ASS_PB08_04000,arabinose|glucose|xylose|ribose,Pseudomonas1
ASS_PB08_04052,glucose|galactose|sodium,Pseudomonas1
ASS_PB08_04064,l-cysteine,Pseudomonas1
ASS_PB08_04101,xylose,Pseudomonas1
ASS_PB08_04101,xylose,Pseudomonas1
ASS_PB08_04101,xylose,Pseudomonas1
ASS_PB08_04121,potassium,Pseudomonas1
ASS_PB08_04142,valine|l-isoleucine,Pseudomonas1
ASS_PB08_04149,iron|succinate,Pseudomonas1
ASS_PB08_04166,d-galactonate,Pseudomonas1
ASS_PB08_04196,cytosine,Pseudomonas1
ASS_PB08_04200,nitrate,Pseudomonas1
ASS_PB08_04263,citrate|calcium,Pseudomonas1
ASS_PB08_04265,iron,Pseudomonas1
ASS_PB08_04267,iron,Pseudomonas1
ASS_PB08_04286,ribose,Pseudomonas1
ASS_PB08_04297,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Pseudomonas1
ASS_PB08_04347,spermidine|4-hydroxybenzoate|benzoate|acetate,Pseudomonas1
ASS_PB08_04395,sodium,Pseudomonas1
ASS_PB08_04431,chloride,Pseudomonas1
ASS_PB08_04454,iron,Pseudomonas1
ASS_PB08_04462,potassium,Pseudomonas1
ASS_PB08_04559,arsenite|arsenate,Pseudomonas1
ASS_PB08_04619,sulfate,Pseudomonas1
ASS_PB08_04664,mannose,Pseudomonas1
ASS_PB08_04664,mannose,Pseudomonas1
ASS_PB08_04667,nickel,Pseudomonas1
ASS_PB08_04682,serine,Pseudomonas1
ASS_PB08_04780,l-proline,Pseudomonas1
ASS_PB08_04780,l-proline,Pseudomonas1
ASS_PB08_04787,glutamate|malate|benzoate|acetate|succinate|fumarate|aspartate,Pseudomonas1
ASS_PB08_04841,acetate,Pseudomonas1
ASS_PB08_04868,glycerol,Pseudomonas1
ASS_PB08_04894,nitrate,Pseudomonas1
ASS_PB08_04907,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Pseudomonas1
ASS_PB08_04908,proline|glycine|leucine|serine|histidine|alanine,Pseudomonas1
ASS_PB08_04909,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Pseudomonas1
ASS_PB08_04913,potassium|sodium,Pseudomonas1
ASS_PB08_04936,histidine|lysine|arginine,Pseudomonas1
ASS_PB08_04958,iron,Pseudomonas1
ASS_PB08_04968,l-glutamic acid|glutamine,Pseudomonas1
ASS_PB08_04968,l-glutamic acid|glutamine,Pseudomonas1
ASS_PB08_04968,l-glutamic acid|glutamine,Pseudomonas1
ASS_PB08_04972,thiamine|cytosine|uracil|allantoin,Pseudomonas1
ASS_PB08_05023,acetate,Pseudomonas1
ASS_PB08_05067,acetate,Pseudomonas1
ASS_PB08_05070,arabinose|2-oxoglutarate,Pseudomonas1
ASS_PB08_05070,arabinose|2-oxoglutarate,Pseudomonas1
ASS_PB08_05074,phosphate,Pseudomonas1
ASS_PB08_05074,phosphate,Pseudomonas1
ASS_PB08_05114,histidine|lysine|arginine,Pseudomonas1
ASS_PB08_05169,chloride,Pseudomonas1
ASS_PB08_05172,iron,Pseudomonas1
ASS_PB08_05218,glycerol,Pseudomonas1
ASS_PB08_05219,maltotetraose|maltose|trehalose,Pseudomonas1
ASS_PB08_05222,glycerol|phosphate|trehalose|glucose,Pseudomonas1
ASS_PB08_05227,phosphate,Pseudomonas1
ASS_PB08_05256,cyanate,Pseudomonas1
ASS_PB08_05257,asparagine|glutamate|aspartate|glutamine,Pseudomonas1
ASS_PB08_05257,asparagine|glutamate|aspartate|glutamine,Pseudomonas1
ASS_PB08_05257,asparagine|glutamate|aspartate|glutamine,Pseudomonas1
ASS_PB08_05258,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Pseudomonas1
ASS_PB08_05258,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Pseudomonas1
ASS_PB08_05258,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Pseudomonas1
ASS_PB08_05258,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Pseudomonas1
ASS_PB08_05296,potassium|ferrichrome,Pseudomonas1
ASS_PB08_05320,sulfate,Pseudomonas1
ASS_PB08_05359,uracil,Pseudomonas1
ASS_PB08_05359,uracil,Pseudomonas1
ASS_PB08_05399,iron|manganese|zinc,Pseudomonas1
ASS_PB08_05400,iron|manganese|zinc,Pseudomonas1
ASS_PB08_05400,iron|manganese|zinc,Pseudomonas1
ASS_PB08_05401,iron|manganese,Pseudomonas1
ASS_PB08_05403,taurine,Pseudomonas1
ASS_PB08_05434,iron,Pseudomonas1
ASS_PB08_05435,iron|molybdate,Pseudomonas1
ASS_PB08_05436,heme,Pseudomonas1
ASS_PB08_05453,magnesium|nickel,Pseudomonas1
ASS_PB08_05453,magnesium|nickel,Pseudomonas1
ASS_PB08_05466,phosphate,Pseudomonas1
ASS_PB08_05466,phosphate,Pseudomonas1
ASS_PB08_05494,iron|zinc|mercury|cobalt|cadmium,Pseudomonas1
ASS_PB08_05653,nad,Pseudomonas1
ASS_PB08_05672,gamma-aminobutyric acid,Pseudomonas1
ASS_PB08_05749,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Pseudomonas1
ASS_PB08_05749,glutamate|phosphate|cysteine|gtp|potassium|galacturonate|sodium|glucuronate,Pseudomonas1
ASS_PB08_05839,sodium,Pseudomonas1
ASS_PB08_05874,cobalt,Pseudomonas1
ASS_PB08_05912,choline|glycine|betaine,Pseudomonas1
ASS_PB08_05917,cysteine|glutamine,Pseudomonas1
ASS_PB08_05917,cysteine|glutamine,Pseudomonas1
ASS_PB08_05917,cysteine|glutamine,Pseudomonas1
ASS_PB08_05923,l-methionine,Pseudomonas1
ASS_PB08_05941,sulfate,Pseudomonas1
ASS_PB08_05943,thiosulfate|sulfate,Pseudomonas1
ASS_PB08_05944,thiosulfate|sulfate|sodium,Pseudomonas1
ASS_PB08_05996,nadp,Pseudomonas1
ASS_PB08_06004,sodium,Pseudomonas1
ASS_PB08_06023,phosphate,Pseudomonas1
ASS_PB08_06036,alanine,Pseudomonas1
ASS_PB08_06047,sodium,Pseudomonas1
ASS_PB08_06057,sodium,Pseudomonas1
ASS_PB08_06095,sodium,Pseudomonas1
ASS_PB09_00092,taurine,Devosia
ASS_PB09_00128,nitrate,Devosia
ASS_PB09_00155,betaine|l-proline,Devosia
ASS_PB09_00155,betaine|l-proline,Devosia
ASS_PB09_00228,choline,Devosia
ASS_PB09_00245,trehalose|maltose|sucrose,Devosia
ASS_PB09_00245,trehalose|maltose|sucrose,Devosia
ASS_PB09_00275,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Devosia
ASS_PB09_00275,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Devosia
ASS_PB09_00275,xylitol|arabinose|deoxyguanosine|xanthosine|xylose,Devosia
ASS_PB09_00280,heme,Devosia
ASS_PB09_00281,iron,Devosia
ASS_PB09_00305,trehalose|sulfate|maltose|maltodextrin,Devosia
ASS_PB09_00345,mannose,Devosia
ASS_PB09_00383,nickel|l-alanine,Devosia
ASS_PB09_00394,xylose,Devosia
ASS_PB09_00404,iron|fe3,Devosia
ASS_PB09_00423,valine|leucine|serine|l-isoleucine|l-threonine|alanine,Devosia
ASS_PB09_00443,sodium,Devosia
ASS_PB09_00444,iron,Devosia
ASS_PB09_00445,iron,Devosia
ASS_PB09_00459,nickel|cobalt,Devosia
ASS_PB09_00487,cytidine,Devosia
ASS_PB09_00539,nickel,Devosia
ASS_PB09_00610,citrate,Devosia
ASS_PB09_00632,cyanate,Devosia
ASS_PB09_00649,iron,Devosia
ASS_PB09_00666,malate,Devosia
ASS_PB09_00676,l-methionine,Devosia
ASS_PB09_00676,l-methionine,Devosia
ASS_PB09_00676,l-methionine,Devosia
ASS_PB09_00689,glycine,Devosia
ASS_PB09_00710,zinc,Devosia
ASS_PB09_00711,zinc,Devosia
ASS_PB09_00791,sulfate|sodium,Devosia
ASS_PB09_00835,biotin,Devosia
ASS_PB09_00839,gtp,Devosia
ASS_PB09_00846,iron,Devosia
ASS_PB09_00856,cupper,Devosia
ASS_PB09_00889,xylitol,Devosia
ASS_PB09_00903,potassium,Devosia
ASS_PB09_00921,chromate,Devosia
ASS_PB09_01004,iron|heme,Devosia
ASS_PB09_01032,choline,Devosia
ASS_PB09_01032,choline,Devosia
ASS_PB09_01040,nitrate|nitrite,Devosia
ASS_PB09_01058,nickel,Devosia
ASS_PB09_01068,methionine,Devosia
ASS_PB09_01085,stachyose|glucose|sucrose|choline|maltotetraose|maltose|maltoheptaose|raffinose|trehalose|xylose|melibiose,Devosia
ASS_PB09_01085,stachyose|glucose|sucrose|choline|maltotetraose|maltose|maltoheptaose|raffinose|trehalose|xylose|melibiose,Devosia
ASS_PB09_01088,trehalose,Devosia
ASS_PB09_01197,phosphate,Devosia
ASS_PB09_01198,maltose|maltodextrin,Devosia
ASS_PB09_01240,iron,Devosia
ASS_PB09_01240,iron,Devosia
ASS_PB09_01311,riboflavin,Devosia
ASS_PB09_01409,glutamate|aspartate,Devosia
ASS_PB09_01425,iron,Devosia
ASS_PB09_01427,iron,Devosia
ASS_PB09_01459,rhamnose,Devosia
ASS_PB09_01460,maltose,Devosia
ASS_PB09_01460,maltose,Devosia
ASS_PB09_01471,potassium,Devosia
ASS_PB09_01476,glutamate|tyrosine|valine|glutamine|asparagine|l-proline|serine|l-glutamic acid|l-threonine|histidine|alanine|lysine|arginine,Devosia
ASS_PB09_01479,asparagine|glutamate|aspartate|glutamine,Devosia
ASS_PB09_01479,asparagine|glutamate|aspartate|glutamine,Devosia
ASS_PB09_01489,benzoate,Devosia
ASS_PB09_01594,proline|glycine|betaine|l-proline|choline|alanine,Devosia
ASS_PB09_01596,proline|glycine|betaine,Devosia
ASS_PB09_01698,magnesium,Devosia
ASS_PB09_01799,l-cysteine|phenylacetate|chloride|cupper,Devosia
ASS_PB09_01800,potassium|arabinose,Devosia
ASS_PB09_01815,iron,Devosia
ASS_PB09_01820,formate,Devosia
ASS_PB09_01936,stachyose|glucose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Devosia
ASS_PB09_01937,trehalose|melibiose,Devosia
ASS_PB09_02014,serine,Devosia
ASS_PB09_02179,sulfate|zinc|chloride|sodium,Devosia
ASS_PB09_02292,biotin,Devosia
ASS_PB09_02294,biotin,Devosia
ASS_PB09_02296,putrescine|spermidine,Devosia
ASS_PB09_02308,potassium,Devosia
ASS_PB09_02313,phosphate,Devosia
ASS_PB09_02317,chloride|deoxycholate|cupper|citrate|nickel|sodium,Devosia
ASS_PB09_02403,urea,Devosia
ASS_PB09_02411,nickel,Devosia
ASS_PB09_02429,potassium,Devosia
ASS_PB09_02429,potassium,Devosia
ASS_PB09_02429,potassium,Devosia
ASS_PB09_02452,mannose,Devosia
ASS_PB09_02460,iron,Devosia
ASS_PB09_02465,potassium,Devosia
ASS_PB09_02478,phosphate,Devosia
ASS_PB09_02490,acetate,Devosia
ASS_PB09_02504,adenosine|guanosine|inosine|phosphate,Devosia
ASS_PB09_02517,arabinose,Devosia
ASS_PB09_02518,sodium,Devosia
ASS_PB09_02523,sodium,Devosia
ASS_PB09_02572,nickel,Devosia
ASS_PB09_02585,cupper,Devosia
ASS_PB09_02613,raffinose|melibiose,Devosia
ASS_PB09_02632,heme,Devosia
ASS_PB09_02634,iron,Devosia
ASS_PB09_02646,trehalose,Devosia
ASS_PB09_02656,chloride|deoxycholate|sulfate|sodium|thiamine,Devosia
ASS_PB09_02705,trehalose|maltose,Devosia
ASS_PB09_02705,trehalose|maltose,Devosia
ASS_PB09_02707,arabinose|glucose|mannose|galactose|sucrose|maltose|trehalose|xylose,Devosia
ASS_PB09_02714,iron,Devosia
ASS_PB09_02714,iron,Devosia
ASS_PB09_02718,sulfate|sodium,Devosia
ASS_PB09_02718,sulfate|sodium,Devosia
ASS_PB09_02726,arabinose|fucose|glucose|galactose|xylose,Devosia
ASS_PB09_02745,valine|alanine|histidine|lysine|arginine,Devosia
ASS_PB09_02745,valine|alanine|histidine|lysine|arginine,Devosia
ASS_PB09_02745,valine|alanine|histidine|lysine|arginine,Devosia
ASS_PB09_02775,nickel,Devosia
ASS_PB09_02782,l-cysteine,Devosia
ASS_PB09_02803,xylan,Devosia
ASS_PB09_02825,sodium,Devosia
ASS_PB09_02827,sulfate,Devosia
ASS_PB09_02829,thiosulfate|sulfate,Devosia
ASS_PB09_02833,thiosulfate|sulfate|sodium,Devosia
ASS_PB09_02907,mannose,Devosia
ASS_PB09_02913,proline|glycine|betaine|l-proline|histidine,Devosia
ASS_PB09_02914,glycine|betaine,Devosia
ASS_PB09_02934,glucose,Devosia
ASS_PB09_02934,glucose,Devosia
ASS_PB09_02952,maltotetraose|maltose|trehalose,Devosia
ASS_PB09_02973,ferrichrome,Devosia
ASS_PB09_02990,chloride,Devosia
ASS_PB09_03047,phosphate,Devosia
ASS_PB09_03056,histidine|lysine|arginine,Devosia
ASS_PB09_03090,raffinose|stachyose|melibiose,Devosia
ASS_PB09_03117,sulfate,Devosia
ASS_PB09_03156,arabinose,Devosia
ASS_PB09_03165,zinc|mercury|cobalt|lead|cupper|cadmium|nickel,Devosia
ASS_PB09_03168,manganese,Devosia
ASS_PB09_03168,manganese,Devosia
ASS_PB09_03168,manganese,Devosia
ASS_PB09_03168,manganese,Devosia
ASS_PB09_03169,iron|manganese,Devosia
ASS_PB09_03170,iron|manganese|zinc,Devosia
ASS_PB09_03171,iron|manganese,Devosia
ASS_PB09_03171,iron|manganese,Devosia
ASS_PB09_03171,iron|manganese,Devosia
ASS_PB09_03184,cellulose,Devosia
ASS_PB09_03302,glycerol|phosphate|trehalose|glucose,Devosia
ASS_PB09_03310,l-alanine,Devosia
ASS_PB09_03310,l-alanine,Devosia
ASS_PB09_03361,chloride,Devosia
ASS_PB09_03378,sodium,Devosia
ASS_PB09_03496,thiamine,Devosia
ASS_PB09_03506,zinc,Devosia
ASS_PB09_03514,sodium,Devosia
ASS_PB09_03535,phosphate,Devosia
ASS_PB09_03560,nicotinamide,Devosia
ASS_PB09_03684,coa,Devosia
ASS_PB09_03695,adenosine|arabinose|guanosine|inosine,Devosia
ASS_PB09_03731,molybdate|sodium,Devosia
ASS_PB09_03763,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Devosia
ASS_PB09_03769,chloride|sodium,Devosia
ASS_PB09_03787,sodium,Devosia
ASS_PB09_03797,fructose,Devosia
ASS_PB09_03897,chloride,Devosia
ASS_PB09_03897,chloride,Devosia
ASS_PB09_03899,sodium,Devosia
ASS_PB09_03909,proline|glycine|leucine|serine|histidine|alanine,Devosia
ASS_PB09_03910,gamma-aminobutyric acid,Devosia
ASS_PB09_03910,gamma-aminobutyric acid,Devosia
ASS_PB09_03938,putrescine,Devosia
ASS_PB09_03948,riboflavin|l-threonine,Devosia
ASS_PB09_03977,potassium|sodium,Devosia
ASS_PB09_03979,chloride,Devosia
ASS_PB09_03983,iron,Devosia
ASS_PB09_03996,nickel,Devosia
ASS_PB09_04044,sodium,Devosia
ASS_PB09_04046,sodium,Devosia
ASS_PB09_04054,iron|succinate,Devosia
ASS_PB09_04065,asparagine|cysteine|s-adenosyl-l-methionine|glutamine,Devosia
ASS_PB09_04122,heme,Devosia
ASS_PB09_04143,pyrophosphate,Devosia
ASS_PB09_04240,glycine|l-threonine|l-serine|l-alanine,Devosia
ASS_PB09_04256,phosphate|d-fructose,Devosia
ASS_PB09_04292,fructose,Devosia
ASS_PB09_04357,maltotetraose|maltose|maltoheptaose|trehalose,Devosia
ASS_PB09_04378,ammonia,Devosia
ASS_PB10_00052,methionine|l-methionine,Cohnella
ASS_PB10_00054,l-histidine,Cohnella
ASS_PB10_00072,zinc,Cohnella
ASS_PB10_00074,succinate,Cohnella
ASS_PB10_00114,iron,Cohnella
ASS_PB10_00133,sodium,Cohnella
ASS_PB10_00137,thiamine,Cohnella
ASS_PB10_00137,thiamine,Cohnella
ASS_PB10_00140,nickel|cobalt,Cohnella
ASS_PB10_00213,taurine,Cohnella
ASS_PB10_00295,cysteine|glutamine,Cohnella
ASS_PB10_00320,glycerol,Cohnella
ASS_PB10_00338,nickel,Cohnella
ASS_PB10_00388,iron,Cohnella
ASS_PB10_00390,iron,Cohnella
ASS_PB10_00462,stachyose|glycerol|phosphate|glucose|arabinose|l-arabinose|mannose|sucrose|maltotetraose|maltose|raffinose|trehalose,Cohnella
ASS_PB10_00503,phosphate,Cohnella
ASS_PB10_00554,cupper,Cohnella
ASS_PB10_00622,choline,Cohnella
ASS_PB10_00891,ribose|xylose,Cohnella
ASS_PB10_00891,ribose|xylose,Cohnella
ASS_PB10_00916,nickel,Cohnella
ASS_PB10_00932,sulfate|zinc|chloride|sodium,Cohnella
ASS_PB10_00933,iron,Cohnella
ASS_PB10_00935,molybdate,Cohnella
ASS_PB10_00940,molybdate,Cohnella
ASS_PB10_00940,molybdate,Cohnella
ASS_PB10_00951,potassium,Cohnella
ASS_PB10_00992,thiamine,Cohnella
ASS_PB10_00992,thiamine,Cohnella
ASS_PB10_01080,coa,Cohnella
ASS_PB10_01080,coa,Cohnella
ASS_PB10_01108,sodium,Cohnella
ASS_PB10_01169,chromate,Cohnella
ASS_PB10_01288,l-cysteine,Cohnella
ASS_PB10_01288,l-cysteine,Cohnella
ASS_PB10_01576,chloride|deoxycholate|sulfate|sodium|thiamine,Cohnella
ASS_PB10_01631,trehalose|melibiose,Cohnella
ASS_PB10_01642,nickel,Cohnella
ASS_PB10_01761,nickel,Cohnella
ASS_PB10_01766,iron,Cohnella
ASS_PB10_01837,molybdate|sodium,Cohnella
ASS_PB10_01839,sulfate,Cohnella
ASS_PB10_01839,sulfate,Cohnella
ASS_PB10_01867,trehalose,Cohnella
ASS_PB10_02035,uracil,Cohnella
ASS_PB10_02037,succinate|ornithine|sulfate|fumarate|aspartate|histidine|l-lysine|arginine,Cohnella
ASS_PB10_02086,proline|glycine|betaine,Cohnella
ASS_PB10_02106,arabinose,Cohnella
ASS_PB10_02348,deoxyguanosine|xylitol|arabinose|xylose,Cohnella
ASS_PB10_02348,deoxyguanosine|xylitol|arabinose|xylose,Cohnella
ASS_PB10_02360,ammonia,Cohnella
ASS_PB10_02533,iron,Cohnella
ASS_PB10_02584,tyrosine|valine|methionine|leucine|serine|isoleucine|l-threonine|l-isoleucine|phenylalanine|alanine,Cohnella
ASS_PB10_02686,ribose,Cohnella
ASS_PB10_02686,ribose,Cohnella
ASS_PB10_02686,ribose,Cohnella
ASS_PB10_02696,iron,Cohnella
ASS_PB10_02698,iron,Cohnella
ASS_PB10_02698,iron,Cohnella
ASS_PB10_02751,glycine|betaine,Cohnella
ASS_PB10_02768,chloride,Cohnella
ASS_PB10_02788,xylose,Cohnella
ASS_PB10_02789,mannose,Cohnella
ASS_PB10_02826,zinc,Cohnella
ASS_PB10_02826,zinc,Cohnella
ASS_PB10_02827,iron|manganese|zinc,Cohnella
ASS_PB10_02827,iron|manganese|zinc,Cohnella
ASS_PB10_03005,iron,Cohnella
ASS_PB10_03063,arabinose|glucose|galactose|xylose,Cohnella
ASS_PB10_03085,iron|heme,Cohnella
ASS_PB10_03085,iron|heme,Cohnella
ASS_PB10_03087,cupper,Cohnella
ASS_PB10_03119,thiamine,Cohnella
ASS_PB10_03119,thiamine,Cohnella
ASS_PB10_03130,iron,Cohnella
ASS_PB10_03381,chromate,Cohnella
ASS_PB10_03454,iron|lead|cupper|cadmium,Cohnella
ASS_PB10_03675,nitrate,Cohnella
ASS_PB10_03692,iron|cupper|lead,Cohnella
ASS_PB10_03727,sodium,Cohnella
ASS_PB10_03756,proline|glycine|leucine|serine|histidine|alanine,Cohnella
ASS_PB10_03767,spermidine|phenylacetate|chloride,Cohnella
ASS_PB10_03801,zinc|mercury|cobalt|lead|cupper|calcium|cadmium|nickel,Cohnella
ASS_PB10_03812,heme,Cohnella
ASS_PB10_03881,arsenite|arsenate,Cohnella
ASS_PB10_03912,iron,Cohnella
ASS_PB10_03947,cysteine|chloride|uridine|sulfate|sodium|deoxyuridine,Cohnella
ASS_PB10_04264,biotin,Cohnella
ASS_PB10_04337,sodium,Cohnella
ASS_PB10_04387,potassium,Cohnella
ASS_PB10_04411,iron,Cohnella
ASS_PB10_04412,iron,Cohnella
ASS_PB10_04448,adenosine|guanosine|inosine|phosphate,Cohnella
ASS_PB10_04456,manganese|calcium,Cohnella
ASS_PB10_04461,tryptophan,Cohnella
ASS_PB10_04472,calcium,Cohnella
ASS_PB10_04484,lactose|d-mannitol|maltose|trehalose|maltodextrin|melibiose,Cohnella
ASS_PB10_04495,fructose,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04496,turanose|glucose|maltose|d-glucosamine,Cohnella
ASS_PB10_04499,chloride,Cohnella
ASS_PB10_04508,sulfate,Cohnella
ASS_PB10_04650,iron,Cohnella
ASS_PB10_04849,potassium|arabinose,Cohnella
ASS_PB10_04857,nickel|l-alanine,Cohnella
ASS_PB10_04857,nickel|l-alanine,Cohnella
ASS_PB10_04858,nickel,Cohnella
ASS_PB10_04908,ferrichrome,Cohnella
ASS_PB10_04949,phosphate,Cohnella
ASS_PB10_05059,manganese,Cohnella
ASS_PB10_05071,nad,Cohnella
ASS_PB10_05092,succinate,Cohnella
ASS_PB10_05098,potassium|sodium,Cohnella
ASS_PB10_05099,potassium,Cohnella
ASS_PB10_05110,thiosulfate|sulfate,Cohnella
ASS_PB10_05111,thiosulfate|sulfate|sodium,Cohnella
ASS_PB10_05134,heme,Cohnella
ASS_PB10_05144,iron|manganese|zinc,Cohnella
ASS_PB10_05144,iron|manganese|zinc,Cohnella
ASS_PB10_05144,iron|manganese|zinc,Cohnella
ASS_PB10_05144,iron|manganese|zinc,Cohnella
ASS_PB10_05495,betaine|l-proline,Cohnella
ASS_PB10_05550,sodium,Cohnella
ASS_PB10_05665,histidine|lysine|arginine,Cohnella
ASS_PB10_05666,glutamate|glutamine|asparagine|ornithine|histidine|aspartate|lysine|arginine,Cohnella
ASS_PB10_05775,glucose,Cohnella
ASS_PB10_05811,glucose|xylose,Cohnella
ASS_PB10_05864,phosphate,Cohnella
ASS_PB10_05885,guanosine,Cohnella
ASS_PB10_05893,sodium,Cohnella
ASS_PB10_05898,iron|manganese|zinc,Cohnella
ASS_PB10_05900,zinc,Cohnella
ASS_PB10_05900,zinc,Cohnella
ASS_PB10_06010,iron|fe3,Cohnella
ASS_PB10_06012,iron,Cohnella
ASS_PB10_06060,potassium|zinc|cadmium,Cohnella
ASS_PB10_06194,chromate,Cohnella
ASS_PB10_06209,maltose|maltodextrin,Cohnella
ASS_PB10_06226,glucose,Cohnella
ASS_PB10_06414,sulfate|thiamine|chloride|sodium,Cohnella
ASS_PB10_06529,iron,Cohnella
ASS_PB10_06534,iron,Cohnella
ASS_PB10_06541,sodium,Cohnella
ASS_PB10_06543,sodium,Cohnella
ASS_PB10_06642,d-alanine,Cohnella
ASS_PB10_06754,glycine|betaine,Cohnella
ASS_PB10_06786,xylose|galactose,Cohnella
ASS_PB10_06820,sodium,Cohnella
ASS_PB10_06840,alanine,Cohnella
ASS_PB10_06840,alanine,Cohnella
ASS_PB10_07019,putrescine|spermidine,Cohnella
ASS_PB10_07019,putrescine|spermidine,Cohnella
ASS_PB10_07019,putrescine|spermidine,Cohnella
ASS_PB11_00021,cupper,Tardiphaga
ASS_PB11_00073,heme,Tardiphaga
ASS_PB11_00074,heme,Tardiphaga
ASS_PB11_00081,l-cysteine,Tardiphaga
ASS_PB11_00106,sodium,Tardiphaga
ASS_PB11_00167,ammonia,Tardiphaga
ASS_PB11_00238,glycerol|arabinose|glucose|fructose|lactose|galactose|mannose|inositol|maltose|galacturonate|trehalose|xylose,Tardiphaga
ASS_PB11_00245,maltose|maltodextrin,Tardiphaga
ASS_PB11_00275,potassium,Tardiphaga
ASS_PB11_00294,zinc,Tardiphaga
ASS_PB11_00298,fructose,Tardiphaga
ASS_PB11_00302,trehalose,Tardiphaga
ASS_PB11_00388,zinc|cobalt|cupper|cadmium|nickel,Tardiphaga
ASS_PB11_00391,potassium|zinc|cadmium,Tardiphaga
ASS_PB11_00392,acetate,Tardiphaga
ASS_PB11_00395,iron|succinate,Tardiphaga
ASS_PB11_00434,nad,Tardiphaga
ASS_PB11_00516,sodium,Tardiphaga
ASS_PB11_00528,chloride,Tardiphaga
ASS_PB11_00549,xanthine|uracil,Tardiphaga
ASS_PB11_00561,phosphate,Tardiphaga
ASS_PB11_00599,chloride|deoxycholate|cupper|citrate|nickel|sodium,Tardiphaga
ASS_PB11_00688,taurine,Tardiphaga
ASS_PB11_00688,taurine,Tardiphaga
ASS_PB11_00701,molybdate,Tardiphaga
ASS_PB11_00703,potassium,Tardiphaga
ASS_PB11_00732,mannose,Tardiphaga
ASS_PB11_00874,cupper,Tardiphaga
ASS_PB11_00889,chloride,Tardiphaga
ASS_PB11_00890,iron|manganese|zinc,Tardiphaga
ASS_PB11_00891,iron|manganese|zinc,Tardiphaga
ASS_PB11_00892,iron|manganese,Tardiphaga
ASS_PB11_00892,iron|manganese,Tardiphaga
ASS_PB11_00892,iron|manganese,Tardiphaga
