locus_tag,genome,substrate,TC,assembly_code,shortname
PB08_01332,PB08,proline,2.A.21.9.2,PB08,Pse-1
PB08_01333,PB08,sulfite,2.A.16.4.3,PB08,Pse-1
PB08_01335,PB08,sodium,2.A.28.2.4,PB08,Pse-1
PB08_01342,PB08,coa,4.C.1.1.4,PB08,Pse-1
PB08_01347,PB08,heme,3.A.1.210.15,PB08,Pse-1
PB08_01401,PB08,potassium,2.A.38.1.2,PB08,Pse-1
PB08_01415,PB08,phenylalanine|tryptophan|tyrosine,2.A.3.1.3,PB08,Pse-1
PB08_01417,PB08,arabinose,2.A.1.46.7,PB08,Pse-1
PB08_01426,PB08,arginine|histidine|lysine,3.A.1.3.27,PB08,Pse-1
PB08_01430,PB08,arginine|ornithine,3.A.1.3.11,PB08,Pse-1
PB08_01513,PB08,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,PB08,Pse-1
PB08_01519,PB08,biotin,3.A.1.25.3,PB08,Pse-1
PB08_01524,PB08,glycerol,3.A.1.1.35,PB08,Pse-1
PB08_01666,PB08,arabinose|galactose|glucose|xylose,3.A.1.2.3,PB08,Pse-1
PB08_01677,PB08,potassium|sodium,2.A.63.1.1,PB08,Pse-1
PB08_01682,PB08,chloride,3.A.1.135.7,PB08,Pse-1
PB08_01695,PB08,butyrate,2.A.73.1.1,PB08,Pse-1
PB08_01722,PB08,l-threonine|riboflavin,2.A.7.3.6,PB08,Pse-1
PB08_01788,PB08,sodium,3.A.2.2.2,PB08,Pse-1
PB08_01805,PB08,sodium,1.A.104.1.1,PB08,Pse-1
PB08_01813,PB08,sodium,1.A.30.1.2,PB08,Pse-1
PB08_01823,PB08,heme,3.A.1.107.4,PB08,Pse-1
PB08_01824,PB08,heme,3.A.1.107.3,PB08,Pse-1
PB08_01834,PB08,potassium,1.A.1.24.3,PB08,Pse-1
PB08_01842,PB08,xanthine,2.A.40.3.3,PB08,Pse-1
PB08_01850,PB08,l-serine,2.A.76.1.9,PB08,Pse-1
PB08_01870,PB08,cadmium|cobalt|zinc,2.A.4.3.9,PB08,Pse-1
PB08_01886,PB08,copper,3.A.3.27.5,PB08,Pse-1
PB08_01924,PB08,dctp,2.A.56.1.10,PB08,Pse-1
PB08_01938,PB08,gluconate,2.A.8.1.4,PB08,Pse-1
PB08_01980,PB08,molybdate,3.A.1.14.11,PB08,Pse-1
PB08_01990,PB08,ribose|xylose,3.A.1.2.23,PB08,Pse-1
PB08_02011,PB08,phosphate,3.A.1.7.1,PB08,Pse-1
PB08_02032,PB08,cadmium|iron,2.A.55.1.5,PB08,Pse-1
PB08_02162,PB08,ribitol,2.A.1.18.2,PB08,Pse-1
PB08_02327,PB08,asparagine|cysteine|glutamine|s-adenosyl-l-methionine,2.A.7.3.2,PB08,Pse-1
PB08_02357,PB08,betaine|glycine|l-proline|proline|sodium|taurine,2.A.1.6.4,PB08,Pse-1
PB08_02467,PB08,potassium,2.A.37.1.2,PB08,Pse-1
PB08_02581,PB08,trehalose,3.A.1.1.41,PB08,Pse-1
PB08_02582,PB08,choline,3.A.1.1.50,PB08,Pse-1
PB08_02585,PB08,arabinose|xylose,3.A.1.1.14,PB08,Pse-1
PB08_02590,PB08,aspartate|fumarate|succinate,2.A.23.1.11,PB08,Pse-1
PB08_02601,PB08,l-alanine,3.A.1.5.38,PB08,Pse-1
PB08_02602,PB08,nickel,3.A.1.5.40,PB08,Pse-1
PB08_02608,PB08,phosphate,3.A.1.9.2,PB08,Pse-1
PB08_02609,PB08,iron,3.A.1.9.1,PB08,Pse-1
PB08_02637,PB08,2-oxoglutarate,2.A.1.18.3,PB08,Pse-1
PB08_02724,PB08,chloride|copper|deoxycholate|sodium|sulfate|thiamine|zinc,2.A.6.2.1,PB08,Pse-1
PB08_02815,PB08,manganese,2.A.55.2.6,PB08,Pse-1
PB08_02827,PB08,arabinose,2.A.1.2.87,PB08,Pse-1
PB08_02852,PB08,alanine,2.A.104.1.1,PB08,Pse-1
PB08_02874,PB08,iron,3.A.1.20.3,PB08,Pse-1
PB08_02932,PB08,thiamine,3.A.1.17.8,PB08,Pse-1
PB08_03029,PB08,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1,PB08,Pse-1
PB08_03057,PB08,copper,2.A.6.3.7,PB08,Pse-1
PB08_03096,PB08,nickel,3.A.1.5.28,PB08,Pse-1
PB08_03099,PB08,betaine|l-proline,3.A.1.5.17,PB08,Pse-1
PB08_03113,PB08,taurine,3.A.1.17.1,PB08,Pse-1
PB08_03122,PB08,nad,1.A.115.1.3,PB08,Pse-1
PB08_03132,PB08,acetate,2.A.1.6.13,PB08,Pse-1
PB08_03179,PB08,putrescine|spermidine,3.A.1.11.7,PB08,Pse-1
PB08_03257,PB08,chloride|phenylacetate|spermidine,2.A.1.2.8,PB08,Pse-1
PB08_03258,PB08,iron,3.A.1.210.1,PB08,Pse-1
PB08_03262,PB08,cytosine,2.A.39.1.1,PB08,Pse-1
PB08_03294,PB08,arabinose|potassium,2.A.1.2.3,PB08,Pse-1
PB08_03319,PB08,chloride|copper|deoxycholate|sodium|sulfate|zinc,2.A.6.2.12,PB08,Pse-1
PB08_03332,PB08,sodium,3.B.1.1.5,PB08,Pse-1
PB08_03369,PB08,molybdate|sodium,3.A.1.8.4,PB08,Pse-1
PB08_03370,PB08,molybdate,3.A.1.8.1,PB08,Pse-1
PB08_03388,PB08,nickel,3.A.1.5.24,PB08,Pse-1
PB08_03392,PB08,butyrate|gluconate|histidine|propionate,2.A.8.1.1,PB08,Pse-1
PB08_03409,PB08,arabinose,2.A.1.46.6,PB08,Pse-1
PB08_03415,PB08,allantoin,2.A.39.3.4,PB08,Pse-1
PB08_03418,PB08,iron,3.A.1.14.9,PB08,Pse-1
PB08_03419,PB08,cyanocob(iii)alamin,3.A.1.14.23,PB08,Pse-1
PB08_03441,PB08,iron,3.A.1.139.2,PB08,Pse-1
PB08_03446,PB08,sodium,2.A.33.1.4,PB08,Pse-1
PB08_03449,PB08,fumarate|itaconate|malate|succinate,2.A.56.1.1,PB08,Pse-1
PB08_03461,PB08,calcium,3.A.6.1.1,PB08,Pse-1
PB08_03543,PB08,asparagine|glutamate|glutamine,3.A.1.3.25,PB08,Pse-1
PB08_03550,PB08,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,PB08,Pse-1
PB08_03707,PB08,arabinose|galactose|glucose|maltose|mannose|sucrose|trehalose|xylose,3.A.1.1.1|3.A.1.1.17,PB08,Pse-1
PB08_03726,PB08,spermidine,3.A.1.11.8,PB08,Pse-1
PB08_03777,PB08,d-mannitol|fucose|lactose|maltodextrin|maltose|melibiose|trehalose,3.A.1.1.4|3.A.1.1.49,PB08,Pse-1
PB08_03780,PB08,maltoheptaose|maltose|maltotetraose|trehalose,3.A.1.1.51,PB08,Pse-1
PB08_03798,PB08,nitrate,3.A.1.16.4,PB08,Pse-1
PB08_03800,PB08,nitrate|nitrite,2.A.1.8.2,PB08,Pse-1
PB08_03862,PB08,benzoate,2.A.1.15.7,PB08,Pse-1
PB08_03863,PB08,hexanoate|octanoate,1.B.25.1.8,PB08,Pse-1
PB08_03881,PB08,xanthine,2.A.40.3.1,PB08,Pse-1
PB08_03957,PB08,arabinose,2.A.1.2.55,PB08,Pse-1
PB08_03983,PB08,cysteine,2.A.76.1.4,PB08,Pse-1
PB08_03987,PB08,xanthine,2.A.40.4.3,PB08,Pse-1
PB08_04006,PB08,arabinose|glucose|ribose|xylose,3.A.1.2.2,PB08,Pse-1
PB08_04058,PB08,galactose|glucose|sodium,2.A.1.7.2,PB08,Pse-1
PB08_04070,PB08,l-cysteine,3.A.1.122.1,PB08,Pse-1
PB08_04107,PB08,xylose,3.A.1.2.4,PB08,Pse-1
PB08_04127,PB08,potassium,3.A.3.7.2,PB08,Pse-1
PB08_04148,PB08,l-isoleucine|valine,2.A.26.1.2,PB08,Pse-1
PB08_04155,PB08,iron|succinate,3.D.10.1.6,PB08,Pse-1
PB08_04172,PB08,d-galactonate,2.A.1.14.7,PB08,Pse-1
PB08_04202,PB08,cytosine,2.A.39.1.5,PB08,Pse-1
PB08_04206,PB08,nitrate,3.A.1.16.1,PB08,Pse-1
PB08_04269,PB08,calcium|citrate,2.A.11.1.6,PB08,Pse-1
PB08_04271,PB08,iron,2.A.108.2.9,PB08,Pse-1
PB08_04273,PB08,iron,2.A.108.2.3,PB08,Pse-1
PB08_04292,PB08,ribose,2.A.1.7.5,PB08,Pse-1
PB08_04295,PB08,cadaverine|spermidine,2.A.117.1.3,PB08,Pse-1
PB08_04303,PB08,arginine|aspartate|fumarate|histidine|l-lysine|ornithine|succinate|sulfate,2.A.53.3.1|2.A.53.3.13,PB08,Pse-1
PB08_04353,PB08,4-hydroxybenzoate|acetate|benzoate|spermidine,2.A.1.15.1|2.A.1.15.16|2.A.46.1.1|2.A.46.1.10,PB08,Pse-1
PB08_04401,PB08,sodium,2.A.28.3.4,PB08,Pse-1
PB08_04425,PB08,adenosine|cytidine|inosine|thymidine|xanthosine,2.A.1.10.2,PB08,Pse-1
PB08_04437,PB08,chloride,1.A.43.1.1,PB08,Pse-1
PB08_04460,PB08,iron,3.D.1.6.1,PB08,Pse-1
PB08_04468,PB08,potassium,3.D.1.9.1,PB08,Pse-1
PB08_04565,PB08,arsenate|arsenite,2.A.45.1.2,PB08,Pse-1
PB08_04625,PB08,sulfate,3.A.1.132.14,PB08,Pse-1
PB08_04670,PB08,mannose,3.A.1.5.15,PB08,Pse-1
PB08_04673,PB08,nickel,3.A.1.5.43,PB08,Pse-1
PB08_04688,PB08,serine,2.A.42.2.1,PB08,Pse-1
PB08_04786,PB08,l-proline,3.A.1.3.21,PB08,Pse-1
PB08_04793,PB08,acetate|aspartate|benzoate|fumarate|glutamate|malate|succinate,2.A.23.1.1|2.A.23.1.10,PB08,Pse-1
PB08_04832,PB08,chloride,2.A.117.1.13,PB08,Pse-1
PB08_04847,PB08,acetate,2.A.21.7.2,PB08,Pse-1
PB08_04874,PB08,glycerol,3.A.1.20.4,PB08,Pse-1
PB08_04900,PB08,nitrate,3.D.11.1.1,PB08,Pse-1
PB08_04908,PB08,phosphate,2.A.1.49.7,PB08,Pse-1
PB08_04913,PB08,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.8,PB08,Pse-1
PB08_04914,PB08,alanine|glycine|histidine|leucine|proline|serine,3.A.1.4.2,PB08,Pse-1
PB08_04915,PB08,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.10,PB08,Pse-1
PB08_04919,PB08,potassium|sodium,2.A.33.1.2,PB08,Pse-1
PB08_04942,PB08,arginine|histidine|lysine,3.A.1.3.29,PB08,Pse-1
PB08_04964,PB08,iron,3.A.1.10.3,PB08,Pse-1
PB08_04974,PB08,glutamine|l-glutamic acid,3.A.1.3.22,PB08,Pse-1
PB08_04978,PB08,allantoin|cytosine|thiamine|uracil,2.A.39.1.4,PB08,Pse-1
PB08_04989,PB08,putrescine,2.A.3.1.13,PB08,Pse-1
PB08_05029,PB08,acetate,2.A.80.1.2,PB08,Pse-1
PB08_05069,PB08,chloride,2.A.1.3.50,PB08,Pse-1
PB08_05073,PB08,acetate,2.A.6.2.9,PB08,Pse-1
PB08_05076,PB08,2-oxoglutarate|arabinose,2.A.1.6.2,PB08,Pse-1
PB08_05080,PB08,phosphate,2.A.20.1.1,PB08,Pse-1
PB08_05120,PB08,arginine|histidine|lysine,2.A.75.1.2,PB08,Pse-1
PB08_05175,PB08,chloride,1.A.12.3.1,PB08,Pse-1
PB08_05178,PB08,iron,3.D.3.1.1,PB08,Pse-1
PB08_05224,PB08,glycerol,1.B.19.1.1,PB08,Pse-1
PB08_05225,PB08,maltose|maltotetraose|trehalose,3.A.1.1.22,PB08,Pse-1
PB08_05228,PB08,glucose|glycerol|phosphate|trehalose,3.A.1.1.3|3.A.1.1.30,PB08,Pse-1
PB08_05233,PB08,phosphate,3.A.23.6.1,PB08,Pse-1
PB08_05262,PB08,cyanate,2.A.1.17.1,PB08,Pse-1
PB08_05263,PB08,asparagine|aspartate|glutamate|glutamine,3.A.1.3.7,PB08,Pse-1
PB08_05264,PB08,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2|3.A.1.3.26,PB08,Pse-1
PB08_05302,PB08,ferrichrome|potassium,1.B.14.1.2|1.B.14.1.20,PB08,Pse-1
PB08_05326,PB08,sulfate,2.A.121.1.4,PB08,Pse-1
PB08_05347,PB08,l-threonine,2.A.76.1.2,PB08,Pse-1
PB08_05350,PB08,lactate,2.A.106.1.8,PB08,Pse-1
PB08_05365,PB08,uracil,2.A.40.1.4,PB08,Pse-1
PB08_05405,PB08,iron|manganese|zinc,3.A.1.15.8,PB08,Pse-1
PB08_05406,PB08,iron|manganese|zinc,3.A.1.15.1|3.A.1.15.10,PB08,Pse-1
PB08_05407,PB08,iron|manganese,3.A.1.15.7,PB08,Pse-1
PB08_05409,PB08,taurine,3.A.1.17.4,PB08,Pse-1
PB08_05443,PB08,iron,3.A.1.14.22,PB08,Pse-1
PB08_05444,PB08,iron|molybdate,3.A.1.14.1|3.A.1.14.18,PB08,Pse-1
PB08_05445,PB08,heme,3.A.1.14.21,PB08,Pse-1
PB08_05462,PB08,magnesium|nickel,3.A.3.4.1,PB08,Pse-1
PB08_05475,PB08,phosphate,3.A.1.103.7,PB08,Pse-1
PB08_05503,PB08,cadmium|cobalt|iron|mercury|zinc,2.A.4.7.1,PB08,Pse-1
PB08_05665,PB08,nad,1.A.115.1.2,PB08,Pse-1
PB08_05678,PB08,benzoate,2.A.46.1.8,PB08,Pse-1
PB08_05684,PB08,gamma-aminobutyric acid,3.A.1.11.6,PB08,Pse-1
PB08_05761,PB08,cysteine|galacturonate|glucuronate|glutamate|gtp|phosphate|potassium|sodium,2.A.1.14.2,PB08,Pse-1
PB08_05843,PB08,sodium,2.A.70.1.1,PB08,Pse-1
PB08_05851,PB08,sodium,3.B.1.1.4,PB08,Pse-1
PB08_05886,PB08,cobalt,3.A.1.23.3,PB08,Pse-1
PB08_05924,PB08,betaine|choline|glycine,2.A.15.1.3,PB08,Pse-1
PB08_05929,PB08,cysteine|glutamine,3.A.1.3.13,PB08,Pse-1
PB08_05935,PB08,l-methionine,3.A.1.24.4,PB08,Pse-1
PB08_05953,PB08,sulfate,3.A.1.6.3,PB08,Pse-1
PB08_05955,PB08,sulfate|thiosulfate,3.A.1.6.12,PB08,Pse-1
PB08_05956,PB08,sodium|sulfate|thiosulfate,3.A.1.6.1,PB08,Pse-1
PB08_06012,PB08,nadp,3.D.2.2.2,PB08,Pse-1
PB08_06020,PB08,sodium,1.A.30.2.1,PB08,Pse-1
PB08_06039,PB08,phosphate,3.A.1.7.5,PB08,Pse-1
PB08_06052,PB08,alanine,2.A.25.1.5,PB08,Pse-1
PB08_06063,PB08,sodium,3.B.1.1.6,PB08,Pse-1
PB08_06073,PB08,sodium,2.A.37.2.7,PB08,Pse-1
PB08_06085,PB08,copper|zinc,3.A.3.6.15,PB08,Pse-1
PB08_06092,PB08,l-threonine|serine,2.A.76.1.10,PB08,Pse-1
PB08_06111,PB08,sodium,3.A.2.1.2,PB08,Pse-1
PB09_00034,PB09,iron,2.A.89.2.2,PB09,Dev
PB09_00092,PB09,taurine,3.A.1.17.1,PB09,Dev
PB09_00128,PB09,nitrate,3.A.1.16.1,PB09,Dev
PB09_00155,PB09,betaine|l-proline,3.A.1.5.17,PB09,Dev
PB09_00228,PB09,choline,3.A.1.12.3,PB09,Dev
PB09_00245,PB09,maltose|sucrose|trehalose,3.A.1.1.8,PB09,Dev
PB09_00275,PB09,arabinose|deoxyguanosine|xanthosine|xylitol|xylose,3.A.1.2.1|3.A.1.2.14,PB09,Dev
PB09_00280,PB09,heme,3.A.1.14.21,PB09,Dev
PB09_00281,PB09,iron,3.A.1.14.18,PB09,Dev
PB09_00305,PB09,maltodextrin|maltose|sulfate|trehalose,3.A.1.19.6,PB09,Dev
PB09_00345,PB09,mannose,4.A.6.2.2,PB09,Dev
PB09_00383,PB09,l-alanine|nickel,3.A.1.5.3,PB09,Dev
PB09_00394,PB09,xylose,3.A.1.2.18,PB09,Dev
PB09_00404,PB09,fe3|iron,3.A.1.14.28,PB09,Dev
PB09_00423,PB09,alanine|l-isoleucine|l-threonine|leucine|serine|valine,3.A.1.4.10,PB09,Dev
PB09_00444,PB09,sodium,2.A.36.3.3,PB09,Dev
PB09_00445,PB09,iron,3.A.1.10.5,PB09,Dev
PB09_00446,PB09,iron,3.A.1.10.1,PB09,Dev
PB09_00460,PB09,cobalt|nickel,3.A.1.23.7,PB09,Dev
PB09_00488,PB09,cytidine,3.A.1.2.17,PB09,Dev
PB09_00540,PB09,nickel,3.A.1.5.33,PB09,Dev
PB09_00611,PB09,citrate,2.A.80.1.4,PB09,Dev
PB09_00633,PB09,cyanate,3.A.1.16.2,PB09,Dev
PB09_00650,PB09,iron,3.A.1.20.5,PB09,Dev
PB09_00667,PB09,malate,2.A.69.3.2,PB09,Dev
PB09_00677,PB09,l-methionine,3.A.1.24.4,PB09,Dev
PB09_00690,PB09,glycine,2.A.102.3.4,PB09,Dev
PB09_00711,PB09,zinc,3.A.1.15.5,PB09,Dev
PB09_00712,PB09,zinc,3.A.1.15.18,PB09,Dev
PB09_00713,PB09,zinc,3.A.1.15.19,PB09,Dev
PB09_00719,PB09,manganese,2.A.4.7.7,PB09,Dev
PB09_00792,PB09,sodium|sulfate,2.A.1.3.39,PB09,Dev
PB09_00826,PB09,chloride|cholate|potassium|sodium,2.A.1.3.6,PB09,Dev
PB09_00836,PB09,biotin,2.A.88.1.6,PB09,Dev
PB09_00840,PB09,gtp,2.A.1.82.3,PB09,Dev
PB09_00847,PB09,iron,3.A.1.14.9,PB09,Dev
PB09_00857,PB09,copper,3.A.3.5.2,PB09,Dev
PB09_00890,PB09,xylitol,3.A.1.2.15,PB09,Dev
PB09_00904,PB09,potassium,3.D.1.9.1,PB09,Dev
PB09_00922,PB09,chromate,2.A.51.1.7,PB09,Dev
PB09_01005,PB09,heme|iron,3.A.1.210.1|3.A.1.210.15,PB09,Dev
PB09_01033,PB09,choline,3.A.1.1.50,PB09,Dev
PB09_01041,PB09,nitrate|nitrite,2.A.1.8.8,PB09,Dev
PB09_01059,PB09,nickel,3.A.1.5.40,PB09,Dev
PB09_01069,PB09,methionine,3.A.1.24.1,PB09,Dev
PB09_01086,PB09,choline|glucose|maltoheptaose|maltose|maltotetraose|melibiose|raffinose|stachyose|sucrose|trehalose|xylose,3.A.1.1.5,PB09,Dev
PB09_01089,PB09,trehalose,3.A.1.1.15,PB09,Dev
PB09_01100,PB09,arabinose|deoxycholate,2.A.1.3.26,PB09,Dev
PB09_01158,PB09,chloride|cysteine|deoxyuridine|sodium|sulfate|uridine,2.A.1.3.3,PB09,Dev
PB09_01198,PB09,phosphate,3.A.1.1.38,PB09,Dev
PB09_01199,PB09,maltodextrin|maltose,3.A.1.1.44,PB09,Dev
PB09_01241,PB09,iron,3.A.1.10.2,PB09,Dev
PB09_01312,PB09,riboflavin,2.A.7.3.54,PB09,Dev
PB09_01410,PB09,aspartate|glutamate,2.A.23.1.5,PB09,Dev
PB09_01426,PB09,iron,3.A.1.14.15,PB09,Dev
PB09_01428,PB09,iron,3.A.1.14.24,PB09,Dev
PB09_01460,PB09,rhamnose,3.A.1.5.12,PB09,Dev
PB09_01461,PB09,maltose,3.A.1.5.8,PB09,Dev
PB09_01472,PB09,potassium,3.A.3.7.2,PB09,Dev
PB09_01477,PB09,alanine|arginine|asparagine|glutamate|glutamine|histidine|l-glutamic acid|l-proline|l-threonine|lysine|serine|tyrosine|valine,3.A.1.3.2|3.A.1.3.26,PB09,Dev
PB09_01480,PB09,asparagine|aspartate|glutamate|glutamine,3.A.1.3.7,PB09,Dev
PB09_01490,PB09,benzoate,2.A.46.1.3,PB09,Dev
PB09_01565,PB09,nad,1.A.115.1.3,PB09,Dev
PB09_01588,PB09,arsenite,2.A.1.70.9,PB09,Dev
PB09_01595,PB09,alanine|betaine|choline|glycine|l-proline|proline,3.A.1.12.1|3.A.1.12.15,PB09,Dev
PB09_01597,PB09,betaine|glycine|proline,3.A.1.12.8,PB09,Dev
PB09_01599,PB09,chloride,2.A.1.3.14,PB09,Dev
PB09_01699,PB09,magnesium,1.A.26.1.3,PB09,Dev
PB09_01735,PB09,chloride|citrate|fad|sodium,2.A.66.1.2|2.A.66.1.25,PB09,Dev
PB09_01755,PB09,acetate|citrate|glycolate|lactate|pyruvate,2.A.1.6.1,PB09,Dev
PB09_01800,PB09,chloride|copper|l-cysteine|phenylacetate,2.A.1.2.7,PB09,Dev
PB09_01801,PB09,arabinose|potassium,2.A.1.2.3,PB09,Dev
PB09_01816,PB09,iron,3.D.1.6.1,PB09,Dev
PB09_01821,PB09,formate,3.D.9.1.2,PB09,Dev
PB09_01897,PB09,riboflavin|s-adenosyl-l-methionine,2.A.7.3.7,PB09,Dev
PB09_01937,PB09,glucose|maltose|maltotetraose|mannose|raffinose|stachyose|sucrose|trehalose,3.A.1.1.2|3.A.1.1.24|3.A.1.1.25,PB09,Dev
PB09_01938,PB09,melibiose|trehalose,3.A.1.1.43,PB09,Dev
PB09_02015,PB09,serine,2.A.7.21.9,PB09,Dev
PB09_02021,PB09,l-serine,2.A.76.1.9,PB09,Dev
PB09_02180,PB09,chloride|sodium|sulfate|zinc,2.A.1.2.9,PB09,Dev
PB09_02293,PB09,biotin,2.A.88.1.1,PB09,Dev
PB09_02295,PB09,biotin,3.A.1.25.1,PB09,Dev
PB09_02297,PB09,putrescine|spermidine,3.A.1.11.7,PB09,Dev
PB09_02309,PB09,potassium,2.A.72.1.1,PB09,Dev
PB09_02314,PB09,phosphate,2.A.20.2.9,PB09,Dev
PB09_02318,PB09,chloride|citrate|copper|deoxycholate|nickel|sodium,2.A.66.1.3,PB09,Dev
PB09_02404,PB09,urea,3.A.1.4.5,PB09,Dev
PB09_02412,PB09,nickel,2.A.99.1.3,PB09,Dev
PB09_02430,PB09,potassium,2.A.37.1.1,PB09,Dev
PB09_02442,PB09,nad,1.A.115.1.2,PB09,Dev
PB09_02444,PB09,sodium,2.A.56.1.6,PB09,Dev
PB09_02446,PB09,sodium,2.A.56.1.3,PB09,Dev
PB09_02453,PB09,mannose,3.A.1.2.7,PB09,Dev
PB09_02461,PB09,iron,3.A.1.14.22,PB09,Dev
PB09_02466,PB09,potassium,1.B.14.1.2,PB09,Dev
PB09_02479,PB09,phosphate,3.A.1.7.2,PB09,Dev
PB09_02491,PB09,acetate,2.A.102.4.13,PB09,Dev
PB09_02505,PB09,adenosine|guanosine|inosine|phosphate,2.A.1.2.25,PB09,Dev
PB09_02510,PB09,methionine,2.A.78.1.3,PB09,Dev
PB09_02518,PB09,arabinose,2.A.1.2.14,PB09,Dev
PB09_02519,PB09,sodium,3.A.1.115.2,PB09,Dev
PB09_02524,PB09,sodium,1.A.30.1.7,PB09,Dev
PB09_02573,PB09,nickel,2.A.113.1.7,PB09,Dev
PB09_02586,PB09,copper,3.A.1.132.2,PB09,Dev
PB09_02614,PB09,melibiose|raffinose,3.A.1.5.7,PB09,Dev
PB09_02633,PB09,heme,3.D.3.3.1,PB09,Dev
PB09_02635,PB09,iron,3.D.3.1.1,PB09,Dev
PB09_02647,PB09,trehalose,3.A.1.1.31,PB09,Dev
PB09_02657,PB09,chloride|deoxycholate|sodium|sulfate|thiamine,2.A.7.1.11,PB09,Dev
PB09_02706,PB09,maltose|trehalose,3.A.1.1.7,PB09,Dev
PB09_02708,PB09,arabinose|galactose|glucose|maltose|mannose|sucrose|trehalose|xylose,3.A.1.1.1,PB09,Dev
PB09_02715,PB09,iron,3.A.1.10.6,PB09,Dev
PB09_02719,PB09,sodium|sulfate,2.A.6.2.29,PB09,Dev
PB09_02727,PB09,arabinose|fucose|galactose|glucose|xylose,3.A.1.2.5,PB09,Dev
PB09_02746,PB09,alanine|arginine|histidine|lysine|valine,3.A.1.3.23,PB09,Dev
PB09_02754,PB09,potassium|sodium,1.A.62.3.1,PB09,Dev
PB09_02760,PB09,fumarate|itaconate|malate|succinate,2.A.56.1.1,PB09,Dev
PB09_02776,PB09,nickel,3.A.1.5.24,PB09,Dev
PB09_02783,PB09,l-cysteine,3.A.1.122.1,PB09,Dev
PB09_02804,PB09,xylan,3.A.1.5.29,PB09,Dev
PB09_02826,PB09,sodium,1.A.30.2.1,PB09,Dev
PB09_02828,PB09,sulfate,3.A.1.6.3,PB09,Dev
PB09_02830,PB09,sulfate|thiosulfate,3.A.1.6.12,PB09,Dev
PB09_02834,PB09,sodium|sulfate|thiosulfate,3.A.1.6.1,PB09,Dev
PB09_02908,PB09,mannose,3.A.1.5.15,PB09,Dev
PB09_02914,PB09,betaine|glycine|histidine|l-proline|proline,3.A.1.12.6,PB09,Dev
PB09_02915,PB09,betaine|glycine,3.A.1.12.2|3.A.1.12.9,PB09,Dev
PB09_02935,PB09,glucose,3.A.1.1.30,PB09,Dev
PB09_02953,PB09,maltose|maltotetraose|trehalose,3.A.1.1.22,PB09,Dev
PB09_02974,PB09,ferrichrome,1.B.14.1.15,PB09,Dev
PB09_02991,PB09,chloride,2.A.6.3.8,PB09,Dev
PB09_03048,PB09,phosphate,2.A.58.2.1,PB09,Dev
PB09_03057,PB09,arginine|histidine|lysine,2.A.75.1.2,PB09,Dev
PB09_03091,PB09,melibiose|raffinose|stachyose,3.A.1.1.53,PB09,Dev
PB09_03118,PB09,sulfate,2.A.102.4.8,PB09,Dev
PB09_03119,PB09,arabinose|arginine|deoxycholate|histidine|lysine,2.A.1.3.2,PB09,Dev
PB09_03157,PB09,arabinose,2.A.1.2.87,PB09,Dev
PB09_03166,PB09,cadmium|cobalt|copper|lead|mercury|nickel|zinc,3.A.3.6.2|3.A.3.6.26,PB09,Dev
PB09_03169,PB09,manganese,3.A.1.15.15,PB09,Dev
PB09_03170,PB09,iron|manganese,3.A.1.15.7,PB09,Dev
PB09_03171,PB09,iron|manganese|zinc,3.A.1.15.8,PB09,Dev
PB09_03172,PB09,iron|manganese,3.A.1.15.9,PB09,Dev
PB09_03185,PB09,cellulose,4.D.3.1.5,PB09,Dev
PB09_03303,PB09,glucose|glycerol|phosphate|trehalose,3.A.1.1.3,PB09,Dev
PB09_03311,PB09,l-alanine,3.A.1.5.38,PB09,Dev
PB09_03362,PB09,chloride,1.A.13.2.3,PB09,Dev
PB09_03379,PB09,sodium,1.A.104.1.1,PB09,Dev
PB09_03402,PB09,sulfate,2.A.47.4.6,PB09,Dev
PB09_03406,PB09,raffinose|stachyose,3.A.1.1.28,PB09,Dev
PB09_03497,PB09,thiamine,3.A.1.19.1,PB09,Dev
PB09_03507,PB09,zinc,3.A.29.1.5,PB09,Dev
PB09_03515,PB09,sodium,1.A.30.2.2,PB09,Dev
PB09_03536,PB09,phosphate,3.A.23.6.1,PB09,Dev
PB09_03561,PB09,nicotinamide,3.D.2.1.1,PB09,Dev
PB09_03562,PB09,l-threonine|serine,2.A.76.1.1|2.A.76.1.10,PB09,Dev
PB09_03685,PB09,coa,4.C.1.1.4,PB09,Dev
PB09_03696,PB09,adenosine|arabinose|guanosine|inosine,2.A.1.2.62,PB09,Dev
PB09_03732,PB09,molybdate|sodium,3.A.1.8.4,PB09,Dev
PB09_03750,PB09,pyruvate,2.A.56.3.4,PB09,Dev
PB09_03751,PB09,pyruvate,2.A.56.3.3,PB09,Dev
PB09_03764,PB09,arginine|aspartate|fumarate|histidine|l-lysine|ornithine|succinate|sulfate,2.A.53.3.1,PB09,Dev
PB09_03770,PB09,chloride|sodium,1.A.23.3.2,PB09,Dev
PB09_03789,PB09,sodium,2.A.28.3.3,PB09,Dev
